EC,SA,taxa difference,comment
4.2.3.12,0.00891,19, PTPS activity <16>) <16>
4.2.3.12,0.00039,19, PTPS activity <16>) <16>
4.2.3.12,0.09767,19, SSCR activity <16>) <16>
4.2.3.12,4.6,19, 4.6 <14>
4.2.3.12,0.5167,19, 0.5167 <7>
4.2.3.12,0.2766,19, 0.2766 <10>
4.2.3.124,1.1,19," purified recombinant BtrC, pH 7.7, 46°C <10>) <10>"
4.2.3.124,18.1,19," purified enzyme, pH 7.7, 46°C <11>) <11>"
4.2.3.13,0.433,19, 0.433 <1>
4.2.3.13,0.0005,19, 60 days postanthesis <11>) <11>
4.2.3.13,0.0000487,19, [3H] farnesyl diphosphate <12>) <12>
4.2.3.13,0.000405,19, 27 days postanthesis <11>) <11>
4.2.3.13,0.000746,19, 35 days postanthesis <11>) <11>
4.2.3.13,0.000988,19, 40 days postanthesis <11>) <11>
4.2.3.13,0.03,19, recombinant protein <6>) <6>
4.2.3.17,0.0003,19, 0.0003 <1>
4.2.3.19,0.123,19, purified enzyme <1>) <1>
4.2.3.19,0.005,19, partially purified enzyme <5>) <5>
4.2.3.194,0.000000193,19," crude homogenate, at 30°C, pH not specified in the"
4.2.3.194,0.000547,19," after 2849fold purification, at 30°C, pH not"
4.2.3.2,0.073,19, 0.073 <1>
4.2.3.2,0.914,19, 0.914 <1>
4.2.3.2,0.00022,19, 0.00022 <2>
4.2.3.2,0.00014,19, 0.00014 <2>
4.2.3.24,3.53,19," pH 7.5, 35°C, recombinant enzyme <2>) <2>"
4.2.3.24,0.000003,19," strain BL21DE3 pLysS Tuner, 1 g/l Inducer, sorbitol,"
4.2.3.24,0.00002,19, strain
4.2.3.24,0.00003,19, strain
4.2.3.24,0.00008,19," strain BL21DE3 Tuner, without IPTG, sorbitol, betaine"
4.2.3.24,0.0002,19," strain BL21DE3 pLysS Tuner, 0.1 mM IPTG, sorbitol,"
4.2.3.24,0.00012,19," strain BL21DE3 Tuner, 3 g/l Inducer, sorbitol, betaine"
4.2.3.24,0.0001,19," strain BL21DE3 Tuner, 1 g/l Inducer, sorbitol, betaine"
4.2.3.24,0.000002,19," strain BL21DE3 pLysS Tuner, 6 g/l Inducer, sorbitol,"
4.2.3.24,0.00015,19," strain BL21DE3, 0.2 mM IPTG, sorbitol, betaine <12>;"
4.2.3.24,0.00025,19," strain BL21DE3 pLysS Tuner, 0.2 mM IPTG, sorbitol,"
4.2.3.24,0.000013,19,
4.2.3.24,0.00006,19," strain BL21DE3, without IPTG, sorbitol, betaine <12>)"
4.2.3.24,0.00013,19," strain BL21DE3 Tuner, 6 g/l Inducer, sorbitol, betaine"
4.2.3.24,0.00005,19, strain
4.2.3.24,0.000008,19,
4.2.3.25,0.0000067,19, protein represents approximately 10% of the total
4.2.3.27,0.521,19, purified enzyme <4>) <4>
4.2.3.27,0.011,19, purified soluble isozyme <9>) <9>
4.2.3.27,0.001,19, purified thylakoid membrane-bound isozyme <9>) <9>
4.2.3.27,0.00012,19," 2 days after recovery, DAR <15>) <15>"
4.2.3.27,0.000096,19," 14 days after recovery, DAR <15>) <15>"
4.2.3.27,0.000066,19," fraction of transpirable soil water, FTSW, 30% <15>)"
4.2.3.27,0.000138,19," fraction of transpirable soil water, FTSW, 100% <15>)"
4.2.3.27,0.000024,19," continuous light condition, time curve over 72h,"
4.2.3.27,0.000024,19," continuous light condition, time curve over 72h,"
4.2.3.27,0.000036,19," continuous light condition, time curve over 72h,"
4.2.3.27,0.000036,19," continuous light condition, time curve over 72h,"
4.2.3.27,0.333,19, partially purified enzyme <5>) <5>
4.2.3.27,0.000027,19," continuous dark condition, time curve over 72h <18>)"
4.2.3.46,0.027,19, 0.027 <8>
4.2.3.5,4,19, 4.0 <17>
4.2.3.5,0.92,19, 0.92 <7>
4.2.3.5,32.1,19, 32.1 <2>
4.2.3.5,0.004,19, CS activity <41>) <41>
4.2.3.6,0.222,19, 0.222 <5>
4.2.3.6,0.222,19, 0.222 <5>
4.2.3.62,268,19," pH 7.5, 30°C <2>) <2>"
4.2.3.63,268,19," pH not specified in the publication, temperature not"
4.2.3.64,5433,19," pH not specified in the publication, temperature not"
4.2.3.66,5180,19," pH 7.6, 28°C <1>) <1>"
4.2.3.7,0.287,19," 30°C, pH 8.4 <2>) <2>"
4.2.3.7,0.324,19," 30°C, pH 8.2 <5>) <5>"
4.2.3.70,180,19," pH 6.5, temperature not specified in the publication"
4.2.3.72,49.9,19," pH 7.0, 30°C <1>) <1>"
4.2.3.8,0.25,19, 0.25 <4>
4.2.3.8,0.0026,19, recombinant enzyme <6>) <6>
4.2.3.8,0.0437,19, 0.0437 <1>
4.2.3.8,0.359,19, recombinant enzyme <7>) <7>
4.2.99.22,1210,19," isoform TCEA-b1, pH not specified in the publication,"
4.3.1.10,1.48,19," 1.48 <4,9>"
4.3.1.13,0.49,19, 0.49 <1>
4.3.1.14,0.37,19, 0.37 <3>
4.3.1.15,46.9,19, 46.9 <1>
4.3.1.15,191,19," pH 7.5, 37°C, holoenzyme <5>) <5>"
4.3.1.15,0.27,19," pH 7.5, 37°C, apoenzyme <5>) <5>"
4.3.1.15,0.351,19, of the wild type enzyme in crude extracts <7>) <7>
4.3.1.15,0.346,19, of the recombinant enzyme in crude extracts <7>) <7>
4.3.1.15,0.21,19," pH 7.5, 37°C, apoenzyme <5>) <5>"
4.3.1.15,90.3,19," pH 7.5, 37°C, holoenzyme <5>) <5>"
4.3.1.15,4,19, 4.0 <3>
4.3.1.16,8,19, 8.0 <1>
4.3.1.16,39,19, recombinant enzyme <2>) <2>
4.3.1.18,2.12,19," selenomethionine labelled enzyme, pH 7.5, 37°C <31>) <31>"
4.3.1.18,2.09,19," wild-type, pH 7.5, 37°C <31>) <31>"
4.3.1.18,1.39,19, SuperSW3000 purified <28>) <28>
4.3.1.18,0.52,19, ammonium sulfate precipitation <28>) <28>
4.3.1.18,1.09,19, Hydroxyapatite purified <28>) <28>
4.3.1.18,0.004,19, crude extract <28>) <28>
4.3.1.18,0.0004,19, brain <24>) <24>
4.3.1.18,0.91,19, Mono Q purified <28>) <28>
4.3.1.18,0.094,19, DEAE-Sepharose purified <28>) <28>
4.3.1.18,0.0044,19, kidney <24>) <24>
4.3.1.18,0.29,19, L-Ser <8>) <8>
4.3.1.18,12,19, D-Ser <8>) <8>
4.3.1.2,296,19, 296.0 <13>
4.3.1.2,137,19, 137.0 <23>
4.3.1.20,7.15,19," 7.15 <1,2>"
4.3.1.23,0.00075,19, seedlings treated with 2 mg C/l of humic substances
4.3.1.23,0.00013,19, seedling without treatment with humic substances <4>)
4.3.1.25,2.5,19, 2.5 <5>
4.3.1.27,0.18,19," cell extract, at 50°C, pH 8.5 <1>) <1>"
4.3.1.27,21.3,19," after 115.8fold purification, at 50°C, pH 8.5 <1>) <1>"
4.3.1.29,6.2,19," in 0.1 M potassium phosphate, pH 7.0, at 37°C <1>) <1>"
4.3.1.3,20.7,19, 20.7 <30>
4.3.1.4,25,19, 25.0 <7>
4.3.1.6,1033,19, 1033.0 <2>
4.3.1.7,25.3,19, 25.3 <15>
4.3.1.7,13.9,19, 13.9 <13>
4.3.1.7,55.1,19," wild-type enzyme, after purification <33>) <33>"
4.3.1.7,14.1,19," 14.1 <1,6>"
4.3.1.7,35,19, 35.0 <11>
4.3.1.9,140,19, 140.0 <3>
4.3.1.9,372,19, 372.0 <1>
4.3.2.1,0.0012,19, activity in lung homogenate <65>) <65>
4.3.2.1,0.003,19, pH and temperature not specified in the
4.3.2.1,8,19, synthesis of
4.3.2.1,10.3,19, deamination of
4.3.2.1,4227,19," wild-type, pH 7.5, 37°C <68>) <68>"
4.3.2.2,0.2,19, wild-type enzyme at 4 mg/ml and 4°C <30>) <30>
4.3.2.2,1.75,19," wild-type enzyme, pH 7.0 <28>) <28>"
4.3.2.2,1.7,19," succinylaminoimidazole carboxamide, 50 mM HEPES, pH"
4.3.2.2,11,19, 11.0 <4>
4.3.2.2,20,19," crude cell extract, presence of 1 M KCl, pH 7.5,"
4.3.2.3,8.6,19, 8.6 <14>
4.3.2.3,3.92,19, 3.92 <13>
4.3.2.3,4.439,19," 50 mM Tes, pH 7.8, 0.5 mM MnSO4, 3 mM phenylhydrazine"
4.3.2.3,191,19, 191.0 <8>
4.3.2.5,0.53,19, Sephacryl S-300 purification step <14>) <14>
4.3.2.5,23000,19, PGL domain of full expressed enzyme: AE <16>) <16>
4.3.2.5,16000000,19, Mono Q fraction <2>) <2>
4.3.2.5,180000,19, monofunctional lyase: PGL <16>) <16>
4.3.2.5,76000,19, PGL domain of transmembrane truncated enzyme: dAE
4.3.2.9,70.7,19, 70.7 <13>
4.3.2.9,0.0503,19, recombinant enzyme <18>) <18>
4.3.3.1,0.00626,19, 0.00626 <7>
4.3.3.1,13.94,19, after complete purification <8>) <8>
4.3.3.1,10.73,19, 10.73 <2>
4.3.3.4,0.078,19, crude extract <2>) <2>
4.3.3.4,43.02,19, purified enzyme <2>) <2>
4.3.3.6,0.15,19," Pdx1/Pdx2 complex, glutaminase activity, pH 8, 30°C"
4.3.3.6,0.0011,19," Pdx1/Pdx2 complex, pyridoxal 5-phosphate synthesis,"
4.3.3.6,0.0013,19," Pdx1/Plasmodium falciparum Pdx2 complex, pyridoxal"
4.3.3.6,0.175,19," Pdx1/Plasmodium berghei Pdx2 complex, glutaminase"
4.3.3.6,0.0009,19," Pdx1, NH4Cl as NH3+ donor, pyridoxal 5-phosphate"
4.3.3.6,0.233,19," Pdx1/Plasmodium falciparum Pdx2 complex, glutaminase"
4.3.3.6,0.000779,19," wild-type protein, in the presence of Pdx2, pH 8.0,"
4.3.3.6,0.00025,19," DELTA 279-301 protein, in the presence of Pdx2, pH"
4.3.3.6,0.00025,19," DELTA 279-301 protein, in the presence of Pdx2, pH"
4.3.99.4,22.7,19," purified recombinant enzyme, pH 8.0, temperature not"
4.4.1.15,13,19," purified enzyme, 30°C, pH 8.0, with D-cysteine as"
4.4.1.15,56.3,19," purified enzyme, 30°C, pH 8.0, with 3-chloro-D-alanine"
4.4.1.15,0.018,19, growth of the bacteria with L-cysteine as sulfur <11>;
4.4.1.15,0.03,19, growth of the bacteria with MgSO4 and Na2S2O3 as sulfur
4.4.1.15,0.02,19, growth of the bacteria with MgSO4 and
4.4.1.15,0.012,19, growth of the bacteria with methionine as sulfur
4.4.1.15,0.022,19, growth of the bacteria with MgSO4 as sulfur source
4.4.1.15,0.035,19, growth of the bacteria with reduced glutathione as
4.4.1.15,0.0123,19, after partial purification <11>) <11>
4.4.1.15,5.784,19, D-cysteine desulfhydrase activity in wild-type <13>)
4.4.1.15,0.01,19, growth of the
4.4.1.15,0.01,19, growth of the
4.4.1.15,0.001594,19, D-cysteine desulfhydrase activity in WT <13>) <13>
4.4.1.16,200,19," knockdown of Nfs-like proteins, activity measured in"
4.4.1.16,600,19, activity measured in mitochondrial fractions <22>) <22>
4.4.1.16,1200,19," knockdown of Nfs-like proteins, activity measured in"
4.4.1.16,300,19," knockdown of selenocysteine lyase, activity measured"
4.4.1.16,1500,19, activity measured in cytosolic fractions <22>) <22>
4.4.1.16,1000,19," knockdown of selenocysteine lyase, activity measured"
4.4.1.16,6.47,19, purified enzyme <6>) <6>
4.4.1.16,29,19," purified enzyme, pH 7.4 <10>) <10>"
4.4.1.16,37,19," purified enzyme, pH 8.5, 37°C <3,7>) <3,7>"
4.4.1.20,0.00786,19, 0.00786 <13>
4.4.1.20,35,19," wild-type, 22°C, pH not specified in the publication"
4.4.1.20,30.5,19, 30.5 <24>
4.4.1.22,350,19, 350.0 <1>
4.4.1.23,1.3,19," substrate ethylene oxide, 30°C <6>) <6>"
4.4.1.23,4.4,19," substrate vinyl chloride, 30°C <6>) <6>"
4.4.1.23,3.4,19," substrate ethene, 30°C <6>) <6>"
4.4.1.23,3.5,19," substrate ethylene oxide, 30°C <6>) <6>"
4.4.1.23,4.6,19," substrate ethene, 30°C <6>) <6>"
4.4.1.23,3.7,19," substrate vinyl chloride, 30°C <6>) <6>"
4.4.1.23,0.15,19, vinyl-chloride adapted variant JS623-E <8>) <8>
4.4.1.23,0.039,19," wild-type enzyme, transferred to Mycobacterium"
4.4.1.23,0.074,19, wild-type enzyme <8>) <8>
4.4.1.23,0.056,19," mutation W243G, transferred to Mycobacterium"
4.4.1.23,0.062,19," mutation R257L, transferred to Mycobacterium"
4.4.1.23,0.645,19, vinyl-chloride adapted variant JS623-T <8>) <8>
4.4.1.24,0.3,19, purified enzyme <1>) <1>
4.4.1.24,0.2,19, in the soluble fraction <3>) <3>
4.4.1.24,0.13,19, crude extract <3>) <3>
4.4.1.28,55.8,19," 65°C, pH 6.6, wild-type enzyme <3>) <3>"
4.4.1.28,0.066,19," pH 9.0, 37°C, purified enzyme <6>) <6>"
4.4.1.35,7.7,19," pH 8.4, 30°C <1>) <1>"
4.4.1.35,29.8,19," pH 8.0, 30°C <3>) <3>"
4.5.1.1,0.149,19," pH 6.5, 22°C <8>) <8>"
4.5.1.2,310,19, 310.0 <9>
4.5.1.2,311,19," alpha,beta elimination <3>) <3>"
4.5.1.3,118.8,19, after purification by anion exchange column <14>) <14>
4.5.1.3,14.36,19, crude extract <14>) <14>
4.5.1.3,21.38,19, after purification by (NH4)2SO4 salting out <14>) <14>
4.5.1.3,49.12,19, after purification by Sephadex G-75 chromatography <14>)
4.5.1.3,108.1,19, 108.1 <16>
4.5.1.3,1.041,19, hydroxylapatite eluate <2>) <2>
4.5.1.3,0.914,19, W117Y with CH2BrCl as substrate <10>) <10>
4.5.1.3,0.98,19, W117Y with dibromomethane as substrate <10>) <10>
4.5.1.3,0.112,19, W117Y with dichloromethane as substrate <10>) <10>
4.5.1.3,0.436,19, W117Y with diiodomomethane as substrate <10>) <10>
4.5.1.3,7.398,19, wild-type with dibromomethane as substrate <10>) <10>
4.5.1.3,4.728,19, wild-type with diiodomomethane as substrate <10>) <10>
4.5.1.3,4.668,19, wild-type with dichloromethane as substrate <10>) <10>
4.5.1.3,3.618,19, wild-type with CH2ClI as substrate <10>) <10>
4.5.1.3,3.336,19, wild-type with CH2BrCl as substrate <10>) <10>
4.5.1.3,0.804,19, W117Y with CH2ClI as substrate <10>) <10>
4.5.1.4,0.00176,19, cell-free extract <1>) <1>
4.5.1.4,0.00609,19, solubilized fraction <1>) <1>
4.5.1.4,0.00556,19, membrane fraction <1>) <1>
4.6.1.12,0.75,19, 0.75 <4>
4.6.1.13,9.5,19," wild-type, with phosphatidylinositol as substrate, in"
4.6.1.13,2.3,19," wild-type, with 8 mM cIP as substrate <34>) <34>"
4.6.1.13,73,19," wild-type, with 8 mM cIP as substrate, in the presence"
4.6.1.13,375,19," wild-type, with phosphatidylinositol as substrate, in"
4.6.1.13,560,19," wild-type, with phosphatidylinositol as substrate, in"
4.6.1.13,13.74,19, 13.74 <3>
4.6.1.13,30,19," pH 7.2, phosphatidylinositol as substrate, in absence of"
4.6.1.13,700,19," pH 7.2, phosphatidylinositol as substrate, in presence"
4.6.1.13,556,19," wild-type PI-PLC, phosphotransferase activity <19>) <19>"
4.6.1.13,1630,19," wild-type, for"
4.6.1.15,13,19, p-nitrophenyl-d-TMP as substrate <1>) <1>
4.6.1.2,5.6,19, Fe(II)-unligated Gyc-88E(1-597) <88>) <88>
4.6.1.2,12,19, 12.0 <19>
4.6.1.2,15.2,19, 15.2 <5>
4.6.1.2,70,19, 70.0 <55>
4.6.1.2,83.1,19, 83.1 <2>
4.6.1.2,1.33,19, purified recombinant sGC in presence of
4.6.1.2,0.022,19, purified recombinant sGC <196>) <196>
4.6.1.2,0.034,19, basal activity in the absence of NO <60>) <60>
4.6.1.2,0.94,19, 0.94 <59>
4.6.1.2,3.25,19, sodium nitroprusside activated sGC activity <71>) <71>
4.6.1.2,0.0096,19, recombinant intracellular domain of GCC <61>) <61>
4.6.1.2,0.205,19, 0.205 <48>
4.6.1.2,22.1,19, NO-stimulated sGC <69>) <69>
4.6.1.2,0.0056,19, basal sGC activity <71>) <71>
4.6.1.2,2.96,19, in the presence of 0.1 mM
4.6.1.2,12.1,19, in the presence of 0.1 mM
4.6.1.2,0.041,19, 0.041 <15>
4.6.1.2,0.12,19, basal activity <62>) <62>
4.6.1.2,9.1,19, in the presence of 0.1 mM
4.6.1.2,0.276,19, with Mn2+ <12>) <12>
4.6.1.2,0.693,19, 0.693 <13>
4.6.1.2,1.43,19," wild type enzyme, at pH 8.5 and 33°C, in the presence of"
4.6.1.2,0.431,19," wild type enzyme, at pH 8.5 and 33°C, in the presence"
4.6.1.2,3.328,19," wild type enzyme, at pH 8.5 and 33°C, in the presence"
4.6.1.2,3.402,19," wild type enzyme, at pH 8.5 and 33°C, in the presence"
4.6.1.2,0.29,19, pulmonary artery homogenate in absence of NO <119>) <119>
4.6.1.2,0.53,19, pulmonary artery homogenate after 24 h of treatment with
4.6.1.2,1.38,19, pulmonary artery homogenate after 2 h of treatment with
4.6.1.6,0.0012,19, 0.0012 <7>
4.99.1.1,0.959,19, 0.959 <25>
4.99.1.1,0.959,19, 0.959 <25>
4.99.1.1,0.447,19, 0.447 <27>
4.99.1.1,0.413,19, 0.413 <18>
4.99.1.1,1.6,19," 1.6 <15,24>"
4.99.1.3,0.08,19, overproduced in Escherichia coli <7>) <7>
4.99.1.3,0.004,19, purified
4.99.1.3,0.1197,19, His-tagged wild type protein <9>) <9>
4.99.1.3,0.122,19, 0.122 <2>
4.99.1.3,13,19," substrate Fe2+, pH 8.0 <10>) <10>"
4.99.1.3,22,19," substrate Co2+, pH 8.0 <10>) <10>"
4.99.1.3,0.0015,19," purified recombinant CbiKc, with Fe2+ <10>) <10>"
4.99.1.3,1.5,19," substrate Fe2+, pH 8.0 <10>) <10>"
4.99.1.3,4,19," substrate Co2+, pH 8.0 <10>) <10>"
4.99.1.3,1.4,19," CbiX6H, overproduced in Escherichia coli <7>) <7>"
4.99.1.4,0.0311,19, wild-type Met8p <1>) <1>
4.99.1.4,0.0054,19," isolated recombinant enzyme, with ferrous iron as"
4.99.1.4,38.5,19," wild type enzyme, in 20 mM Tris/HCl (pH 8.0) and 10 mM"
4.99.1.4,0.0485,19," isolated recombinant enzyme, with cobalt as substrate"
4.99.1.5,2.18,19," pH 7, 30°C, recombinant OxdRG, (Z)-phenylacetaldoxime as"
4.99.1.5,0.0879,19," pH 7, 30°C, wild-type OxdRG, (Z)-phenylacetaldoxime as"
4.99.1.6,0.0045,19," crude extract, in 25 mM Tris-HCl buffer pH 7.5, at"
4.99.1.6,0.175,19," after 39fold purification, in 25 mM Tris-HCl buffer pH"
5.1.1.10,1250,19," L-Lys as substrate <6,13>) <6,13>"
5.1.1.10,2,19," substrate: D-Ala, pH 8.0, 80°C <30>) <30>"
5.1.1.10,3.9,19," substrate: D-Val, pH 8.0, 80°C <30>) <30>"
5.1.1.10,22.7,19," substrate: D-Phe, pH 8.0, 80°C <30>) <30>"
5.1.1.10,10.5,19," substrate: D-Met, pH 8.0, 80°C <30>) <30>"
5.1.1.10,15.6,19," substrate: D-Leu, pH 8.0, 80°C <30>) <30>"
5.1.1.11,0.019,19, 0.019 <9>
5.1.1.12,383.8,19, 383.8 <2>
5.1.1.13,19.9,19, 19.9 <5>
5.1.1.13,26.8,19, 26.8 <4>
5.1.1.13,4.75,19, 4.75 <15>
5.1.1.13,460,19," Vmax of recombinant enzyme, activity is assayed in 500"
5.1.1.13,22.6,19, for D-aspartate <11>) <11>
5.1.1.13,7.39,19, for L-aspartate <11>) <11>
5.1.1.13,1160,19," 70°C, pH not specified in the publication <23>) <23>"
5.1.1.15,380,19, 380.0 <3>
5.1.1.17,0.00009,19, activity in cell extracts <4>) <4>
5.1.1.17,0.000727,19, 0.000727 <7>
5.1.1.18,16.2,19, pH 8.0 <42>) <42>
5.1.1.18,16.2,19, pH 8.0 <42>) <42>
5.1.1.18,0.139,19," purified His-tagged wild-type enzyme, pH 8.0, 37°C,"
5.1.1.18,0.263,19," purified His-tagged wild-type enzyme, pH 8.0, 37°C,"
5.1.1.18,0.13,19, purified recombinant enzyme <51>) <51>
5.1.1.18,13.6,19," pH 8.2, 95°C <28>) <28>"
5.1.1.21,32,19," pH 5.5, 37°C, recombinant enzyme, substrate:"
5.1.1.21,116,19," pH 5.5, 37°C, recombinant enzyme, substrate:"
5.1.1.21,221,19," pH 5.5, 37°C, recombinant enzyme, substrate:"
5.1.1.21,47.7,19," pH 5.5, 37°C, recombinant enzyme, substrate:"
5.1.1.21,183,19," pH 5.5, 37°C, recombinant enzyme, substrate:"
5.1.1.21,74.1,19," pH 5.5, 37°C, recombinant enzyme, substrate:"
5.1.1.21,131,19," pH 5.5, 37°C, recombinant enzyme, substrate: D-valine"
5.1.1.21,149,19," pH 5.5, 37°C, recombinant enzyme, substrate:"
5.1.1.21,44.5,19," pH 5.5, 37°C, recombinant enzyme, substrate:"
5.1.1.21,83.4,19," pH 5.5, 37°C, recombinant enzyme, substrate: L-norvaline"
5.1.1.21,35.7,19," pH 5.5, 37°C, recombinant enzyme, substrate:"
5.1.1.21,71.7,19," pH 5.5, 37°C, recombinant enzyme, substrate: L-valine"
5.1.1.21,44.2,19," pH 5.5, 37°C, recombinant enzyme, substrate: L-leucine"
5.1.1.21,54.8,19," pH 5.5, 37°C, recombinant enzyme, substrate: D-leucine"
5.1.1.21,93.7,19," pH 5.5, 37°C, recombinant enzyme, substrate:"
5.1.1.21,66.3,19," pH 5.5, 37°C, recombinant enzyme, substrate:"
5.1.1.21,34.3,19," pH 5.5, 37°C <1>) <1>"
5.1.1.4,4.8,19, 4.8 <1>
5.1.1.4,600,19, 600.0 <2>
5.1.1.4,742,19, 742.0 <5>
5.1.1.7,1.61,19," purified recombinant His-tagged enzyme, substrate"
5.1.1.7,4.93,19," purified recombinant His-tagged enzyme, substrate"
5.1.1.7,2.8,19, 2.8 <2>
5.1.1.9,70.2,19," periplasmic arginine racemase activity, wild type enzyme,"
5.1.2.1,4.16,19, 4.16 <3>
5.1.2.2,193,19, 193.0 <12>
5.1.2.2,195,19, 195.0 <13>
5.1.2.3,3.35,19, 3.35 <4>
5.1.2.3,1.8,19, 1.8 <1>
5.1.3.1,9.05,19," substrate D-erythrose 4-phosphate, pH 7.0, 30°C <35>)"
5.1.3.1,6570,19," substrate D-ribulose-5-phosphate, pH 7.0, 30°C <35>)"
5.1.3.1,11610,19, 11610.0 <24>
5.1.3.10,0.025,19, 0.025 <2>
5.1.3.11,51,19,
5.1.3.11,28.4,19, recombinant
5.1.3.11,0.15,19, in 50 mM PIPES buffer (pH 7.5) containing 10 mM D-mannose
5.1.3.11,0.06,19, in 50 mM PIPES buffer (pH 7.5) containing 10 mM D-lyxose
5.1.3.11,0.04,19, in 50 mM PIPES buffer (pH 7.5) containing 10 mM D-xylose
5.1.3.11,3.6,19, in 50 mM PIPES buffer (pH 7.5) containing 10 mM cellobiose
5.1.3.11,0.035,19, in 50 mM PIPES buffer (pH 7.5) containing 10 mM
5.1.3.11,0.0095,19, in 50 mM PIPES buffer (pH 7.5) containing 10 mM
5.1.3.11,58.3,19, recombinant enzyme after first purification step on a
5.1.3.11,29.9,19, crude extract after expression in Escherichia coli cells
5.1.3.11,61.8,19, recombinant enzyme after second purification step on a
5.1.3.11,79.7,19, recombinant enzyme after second purification step on a
5.1.3.11,30,19," purified recombinnat His-tagged enzyme, substrate"
5.1.3.11,14.2,19," purified recombinant His-tagged enzyme, substrate"
5.1.3.11,16.8,19," purified recombinant His-tagged enzyme, substrate"
5.1.3.14,0.7,19, 0.7 <8>
5.1.3.14,7.08,19," 7.08 <9,12>"
5.1.3.14,0.29,19, 0.29 <3>
5.1.3.14,0.6,19, 0.6 <1>
5.1.3.14,0.878,19, 0.878 <22>
5.1.3.14,10.9,19, enzyme expressed in Sf-900 insect cells and purified
5.1.3.21,1710,19, 1710.0 <1>
5.1.3.3,1.68,19," crude enzyme, pH 7.4, temperature not specified in the"
5.1.3.3,14.03,19," purified enzyme, pH 7.4, temperature not specified in"
5.1.3.3,4.6,19, 4.6 <15>
5.1.3.3,200,19, gene expressed in Escherichia coli <2>) <2>
5.1.3.3,230,19, 230.0 <2>
5.1.3.3,16.3,19," enzyme form I, small intestine <17>) <17>"
5.1.3.3,35.8,19," enzyme form II, small intestine <17>) <17>"
5.1.3.3,510,19," enzyme form II, kidney <17>) <17>"
5.1.3.3,512,19," enzyme form I, kidney <17>) <17>"
5.1.3.3,709,19," enzyme form II, liver <17>) <17>"
5.1.3.3,720,19," enzyme form I1, liver <17>) <17>"
5.1.3.3,745,19," enzyme form I2, liver <17>) <17>"
5.1.3.31,30,19," pH 7.5, 30°C, substrate: D-tagatose <3>) <3>"
5.1.3.37,4.4,19," catalytic domain AlgE1-2, pH 6.9, 37°C <19>) <19>"
5.1.3.37,0.37,19," catalytic domain AlgE1-1, pH 6.9, 37°C <19>) <19>"
5.1.3.37,4.9,19," pH 6.9, 37°C <19>) <19>"
5.1.3.4,12.5,19, 12.5 <3>
5.1.3.7,7.09,19, 7.09 <1>
5.1.3.7,0.0206,19, growth on D-glucose as sole carbon source <21>) <21>
5.1.3.7,0.0119,19, growth on D-galactose as sole carbon source <21>) <21>
5.1.3.8,32,19, in the presence of 1 mM ATP <22>) <22>
5.1.3.8,0.49,19, specific activity in crude extract after expression in
5.1.3.8,0.07818,19," AGE, immobilized recombinant enzyme, the activity"
5.1.3.8,29.13,19," recombinant enzyme after purification, activity is"
5.1.3.8,5.6,19," E242Q, reverse conversion in the presence of 1 mM ATP"
5.1.3.8,124,19, in the presence of 1 mM ATP <22>) <22>
5.1.3.8,8.9,19," R375K, reverse conversion in the presence of 1 mM ATP"
5.1.3.8,46.5,19," E218D, reverse conversion in the presence of 1 mM ATP"
5.1.3.8,351,19," C370A, in the presence of 1 mM ATP <23>) <23>"
5.1.3.8,6.2,19," R375A, reverse conversion in the presence of 1 mM ATP"
5.1.3.8,22.8,19," E218A, in the presence of 1 mM ATP <23>) <23>"
5.1.3.8,6.6,19," E218A, reverse conversion in the presence of 1 mM ATP"
5.1.3.8,8.1,19," E242Q, in the presence of 1 mM ATP <23>) <23>"
5.1.3.8,50.8,19," N179A, reverse conversion in the presence of 1 mM ATP"
5.1.3.8,94.3,19," R375K, in the presence of 1 mM ATP <23>) <23>"
5.1.3.8,525.8,19," wild type, in the presence of 1 mM ATP <23>) <23>"
5.1.3.8,258.5,19," N179A, in the presence of 1 mM ATP <23>) <23>"
5.1.3.8,256.4,19," E218D, in the presence of 1 mM ATP <23>) <23>"
5.1.3.8,54.8,19," R375A, in the presence of 1 mM ATP <23>) <23>"
5.1.3.8,123.8,19," wild type, reverse conversion in the presence of 1 mM"
5.1.3.8,85.9,19," C370A, reverse conversion in the presence of 1 mM ATP"
5.1.3.8,35.8,19," 37°C, pH 7.5 <13>) <13>"
5.1.3.8,117,19," with N-acetyl-D-glucosamine, pH 7.5, 30°C <27>) <27>"
5.1.3.8,82.4,19," with 250 mM N-acetyl-D-glucosamine, pH 9.0, 30°C <27>)"
5.1.3.8,131,19," with 430 mM N-acetyl-D-glucosamine, pH 9.0, 30°C <27>)"
5.1.3.8,79.2,19," with N-acetyl-D-glucosamine, pH 6.0, 30°C <27>) <27>"
5.1.3.8,82.1,19," with N-acetyl-D-glucosamine, pH 7.0, 30°C <27>) <27>"
5.1.3.8,90.8,19," with N-acetyl-D-glucosamine, pH 8.0, 30°C <27>) <27>"
5.1.3.9,478,19, 478.0 <1>
5.1.99.1,218,19,
5.1.99.1,8400,19," 8400.0 <1,9>"
5.1.99.4,77.5,19," substrate is (S)-2-methyldecanoyl-CoA, recombinant"
5.1.99.4,68.4,19," substrate is (R)-2-methyldecanoyl-CoA, recombinant"
5.1.99.5,100,19," pH 8.0, 37°C, substrate L-benzylhydantoin <9>) <9>"
